key,user_transaction_time,channel,transaction_risk_score,processing_type,cc_amount,ledger_balance,cc_acceptor_state,acceptor_state,cardholder_presence,card_presence
4088bce3-10cd-4824-8ab6-d155d6f8cd27,2022-03-21T02:04:49Z,ECOMMERCE,1,MANUAL,13.33,622.57,OH,39,0,0
79d1ae30-747c-4153-be75-6f7bae4036e3,2022-03-21T02:03:12Z,ECOMMERCE,1,MANUAL,12.58,137.44,OH,39,0,0
6c29dbeb-f17b-4fbe-a158-3e9e5fbfdff8,2022-03-21T02:01:55Z,ECOMMERCE,2,MANUAL,13.46,333.31,OH,39,0,0
7f29a22c-fae0-4107-8651-b4489f786dc3,2022-03-21T02:01:20Z,ECOMMERCE,1,CARD_ON_FILE,5.22,248.81,NY,36,0,0
9344adb7-21ec-42a5-a4a7-4e2d87573e05,2022-03-21T02:00:04Z,ECOMMERCE,2,MANUAL,13.34,216.19,OH,39,0,0
04373a2e-c66c-4d66-8fa8-cd6d8f81c686,2022-03-21T01:59:36Z,ECOMMERCE,1,CARD_ON_FILE,6.76,254.03,NY,36,0,0
1499bd59-86f3-44e2-aabf-79cb9cad8fef,2022-03-21T01:58:22Z,ECOMMERCE,1,MANUAL,12.58,372.87,OH,39,0,0
40370fe8-4709-46ac-8830-5259f1b5a9b7,2022-03-21T01:58:09Z,ECOMMERCE,2,MANUAL,10.54,74.39,CA,06,0,0
bb294686-08f3-43ff-add1-8fd4425f46b4,2022-03-21T01:57:59Z,ECOMMERCE,1,CARD_ON_FILE,5.6,260.79,NY,36,0,0
82666d7f-9751-4ad4-9195-4c692ef956e9,2022-03-21T01:56:20Z,ECOMMERCE,1,CARD_ON_FILE,4.73,428.48,NY,36,0,0
2e4ebede-0d54-4f91-a547-8c3153d84adc,2022-03-21T01:56:09Z,ECOMMERCE,2,MANUAL,13.28,542.91,OH,39,0,0
b53455c6-b8df-448e-a2d9-66b4312f82c1,2022-03-21T01:53:35Z,ECOMMERCE,1,CARD_ON_FILE,9.02,326.43,NY,36,0,0
7f375f30-e27e-432a-8211-b94c37fe7954,2022-03-21T01:53:30Z,ECOMMERCE,1,MANUAL,13.7,864.24,OH,39,0,0
3a6e17b6-3930-4161-997e-d9bbd05bbe83,2022-03-21T01:51:27Z,ECOMMERCE,2,MANUAL,12.58,491.08,OH,39,0,0
fad0d924-d8b9-4c85-acc0-ba28ef72dd66,2022-03-21T01:50:32Z,ECOMMERCE,1,CARD_ON_FILE,3.45,335.45,NY,36,0,0
f52cbc79-1e3c-4da6-b091-95e7bd0d3cb7,2022-03-21T01:49:35Z,ECOMMERCE,2,MANUAL,13.27,163.39,OH,39,0,0
93ff39ac-2d3b-4e9e-9280-3b2767073ce5,2022-03-21T01:48:47Z,ECOMMERCE,1,CARD_ON_FILE,3.23,266.39,NY,36,0,0
64f50864-5b09-4558-ab12-6debba57dfd6,2022-03-21T01:47:04Z,ECOMMERCE,1,CARD_ON_FILE,8.82,269.62,NY,36,0,0
2f8439a6-c9fc-4fc8-b1ef-8dfcc0f45db1,2022-03-21T01:45:09Z,ECOMMERCE,2,MANUAL,13.33,556.19,OH,39,0,0
735cd633-fdd9-4028-90be-a02bae772e56,2022-03-21T01:44:58Z,ECOMMERCE,1,CARD_ON_FILE,2.26,338.9,NY,36,0,0
aa274783-e96e-4fc0-ac2e-d2b1abe6c8c5,2022-03-21T01:44:28Z,OTHER,8,CHIP,28.83,0.5,CO,08,1,1
8424fa42-8fc1-4ff2-8619-746881dda2fd,2022-03-21T01:42:10Z,ECOMMERCE,1,CARD_ON_FILE,5.1,341.16,NY,36,0,0
44087aad-bb66-4eed-b80d-a2f00992880d,2022-03-21T01:40:15Z,MOTO,13,MANUAL,100.0,119.53,WA,53,0,0
4a4dadc2-b13b-4967-b887-51da5076e751,2022-03-21T01:39:36Z,ECOMMERCE,1,MANUAL,12.58,478.5,OH,39,0,0
5c85b285-82ab-4654-a90c-d0cf52270883,2022-03-21T01:36:21Z,ECOMMERCE,12,CARD_ON_FILE,54.25,620.05,CA,06,0,0
81158e86-ee82-43ea-9a50-cc02e4728d0d,2022-03-21T01:36:04Z,ECOMMERCE,2,CARD_ON_FILE,20.9,2749.76,DC,11,0,0
0cc6409a-e72f-4ab4-a2b3-1448a761766c,2022-03-21T01:33:40Z,ECOMMERCE,4,CARD_ON_FILE,52.7,674.3,CA,06,0,0
07123a00-e6cd-4475-a64e-d5f277e7ae57,2022-03-21T01:33:23Z,ECOMMERCE,2,MANUAL,13.33,202.86,OH,39,0,0
ceb3c47c-f5ce-4ebc-acfc-b51980710031,2022-03-21T01:32:08Z,ECOMMERCE,1,CARD_ON_FILE,6.15,346.26,NY,36,0,0
bc247211-e747-40fb-b54d-395622427aa4,2022-03-21T01:31:22Z,ECOMMERCE,2,MANUAL,12.58,682.21,OH,39,0,0
4ec88e86-31b0-4dd4-bfdf-633292677f52,2022-03-21T01:30:15Z,ECOMMERCE,2,CARD_ON_FILE,20.9,2706.71,DC,11,0,0
89a67bdc-6909-49ee-961e-fd8d11e93829,2022-03-21T01:28:57Z,ECOMMERCE,1,MANUAL,12.58,569.52,OH,39,0,0
0b6610a4-1d06-483e-b74b-da93eb7051b1,2022-03-21T01:28:50Z,ECOMMERCE,1,CARD_ON_FILE,5.23,352.41,NY,36,0,0
5ecf73d6-db70-4796-b08c-deb30625aea2,2022-03-21T01:26:45Z,ECOMMERCE,1,CARD_ON_FILE,5.81,357.64,NY,36,0,0
08782171-1c45-4bc1-b76e-5d128b6ce275,2022-03-21T01:24:56Z,ECOMMERCE,1,CARD_ON_FILE,8.49,278.44,NY,36,0,0
20d24d3e-a7be-4c0b-9a75-9c96e63f9610,2022-03-21T01:22:39Z,ECOMMERCE,2,CARD_ON_FILE,20.9,2636.16,DC,11,0,0
e2e790ac-bd60-4695-b11b-56b6ec6e9293,2022-03-21T01:22:06Z,ECOMMERCE,2,CARD_ON_FILE,17.35,243.53,CA,06,0,0
44677536-7235-4320-8c39-72b00f80bd20,2022-03-21T01:15:02Z,ECOMMERCE,2,MANUAL,23.32,53.82,CA,06,0,0
73ca0958-b0bd-4939-b0f0-4f395c3c3cbe,2022-03-21T01:14:08Z,ECOMMERCE,2,MANUAL,13.37,771.78,OH,39,0,0
8c404dfe-c25a-4aa8-a110-493b35fceffd,2022-03-21T01:11:55Z,ECOMMERCE,2,MANUAL,13.33,797.73,OH,39,0,0
ee847cfa-4a30-4e22-b046-b06fc7e8304d,2022-03-21T01:10:00Z,ECOMMERCE,18,MANUAL,69.0,95.0,TX,48,0,0
5ce07025-961f-4dcb-b084-8c8a5d70cd34,2022-03-21T01:06:08Z,ECOMMERCE,1,CARD_ON_FILE,22.15,2727.61,DC,11,0,0
ecae8d95-07bc-4409-afcb-0e659614ef6f,2022-03-21T01:04:14Z,ECOMMERCE,3,MANUAL,26.73,424.95,OH,39,0,0
629c0710-2ff6-48b2-bedd-1d2ffc8bd783,2022-03-21T01:02:32Z,ECOMMERCE,2,MANUAL,13.46,811.06,OH,39,0,0
b3f88446-6305-4a22-9b3a-2f4ee5764e0f,2022-03-21T01:00:30Z,ECOMMERCE,2,MANUAL,13.37,150.02,OH,39,0,0
80dad4c8-a458-4e19-87dc-311303a6ecf8,2022-03-21T00:57:14Z,ECOMMERCE,2,MANUAL,12.58,503.66,OH,39,0,0
ceaa966b-e4b3-46d6-a1f0-7850ee4c0c69,2022-03-21T00:56:20Z,ECOMMERCE,6,CARD_ON_FILE,49.65,2657.06,DC,11,0,0
92c71e02-907c-4d60-a1a1-f1ecb8dbcda1,2022-03-21T00:55:49Z,ECOMMERCE,1,MANUAL,13.46,635.9,OH,39,0,0
3b8a6fb0-51af-412d-952a-71deec6a3613,2022-03-21T00:54:02Z,ECOMMERCE,1,MANUAL,12.58,694.79,OH,39,0,0
ca2232be-5bde-45e1-a041-a228e2ffa9a9,2022-03-21T00:52:08Z,ECOMMERCE,1,MANUAL,13.41,465.09,OH,39,0,0
282c8c4d-9957-4e49-b410-426ebcaa0c04,2022-03-21T00:50:16Z,ECOMMERCE,2,MANUAL,13.46,96.93,OH,39,0,0
a2d6a8db-b873-4265-b837-28f8ec58c4da,2022-03-21T00:48:09Z,OTHER,2,CHIP,50.04,347.7,FL,12,1,1
676dbfaf-97e9-42c5-bbdf-921d9038b930,2022-03-21T00:47:41Z,ECOMMERCE,2,MANUAL,13.27,582.1,OH,39,0,0
a09513f5-e7a0-4b8b-b34a-e15957118f44,2022-03-21T00:47:17Z,MOTO,16,CARD_ON_FILE,603.95,0.0,IL,17,0,0
7f15a53e-1340-4747-9795-b398e98b4ff9,2022-03-21T00:45:39Z,ECOMMERCE,1,MANUAL,12.58,759.2,OH,39,0,0
44fc90b9-372c-4336-9c53-4eb9e44f9de6,2022-03-21T00:45:06Z,OTHER,4,CHIP,66.34,200.24,FL,12,1,1
d92a4fee-f94d-4172-a70a-dc8b86fa67ac,2022-03-21T00:43:49Z,ECOMMERCE,1,MANUAL,13.33,268.03,OH,39,0,0
6a74ce38-d3a0-404f-a096-50481566448f,2022-03-21T00:43:10Z,ECOMMERCE,1,CARD_ON_FILE,0.21,2446.73,MN,27,0,0
626ecaac-4d5c-4c42-962d-606fee5f374b,2022-03-21T00:41:45Z,ECOMMERCE,3,MANUAL,26.67,516.24,OH,39,0,0
b5f7df24-6215-41a9-8397-aca8b88ef134,2022-03-21T00:40:59Z,OTHER,3,MAGSTRIPE,6.06,0.0,TX,48,1,1
308a4911-1dd2-4e6c-8968-d50e38947d59,2022-03-21T00:40:06Z,ECOMMERCE,1,MANUAL,12.58,412.37,OH,39,0,0
a697f1a2-b36c-4019-a038-43bd62b567ef,2022-03-21T00:38:16Z,OTHER,26,CHIP_FALLBACK,12.76,222.37,GA,13,1,1
066567cd-995f-421b-abd2-d95beec43603,2022-03-21T00:37:48Z,OTHER,2,CHIP,5.41,5.56,TX,48,1,1
f9e582b6-5c1d-4194-967a-23655bb96b8f,2022-03-21T00:35:09Z,ECOMMERCE,1,MANUAL,13.25,83.68,OH,39,0,0
80875c26-a7ec-4b26-9401-169e97d7cba5,2022-03-21T00:34:37Z,OTHER,6,CHIP,106.61,1624.0,NY,36,1,1
dea6fd06-0ea8-44ef-a710-e0573eba961a,2022-03-21T00:34:13Z,ECOMMERCE,5,MANUAL,54.0,0.0,IA,19,0,0
83cb84e2-15d8-413c-a5c9-3e2228a481f5,2022-03-21T00:33:52Z,ECOMMERCE,1,MANUAL,12.58,281.36,OH,39,0,0
8c8efd87-64ca-494a-9c62-79fb1e5f16ec,2022-03-21T00:33:01Z,ECOMMERCE,1,CARD_ON_FILE,132.61,214.44,ID,16,0,0
a6b63baf-b2a0-47fc-b7e1-c39dcc132349,2022-03-21T00:32:36Z,ECOMMERCE,1,MANUAL,12.58,255.45,OH,39,0,0
aa20ec89-edef-44fd-9443-4f9af35e51a7,2022-03-21T00:30:44Z,ECOMMERCE,1,MANUAL,12.58,719.95,OH,39,0,0
afa2ba57-1709-4cc4-8c23-de7ea1232c01,2022-03-21T00:28:59Z,ECOMMERCE,2,MANUAL,13.34,732.53,OH,39,0,0
5ce862d6-86ca-4e1c-9599-ea1f3d4ad52d,2022-03-21T00:27:45Z,ECOMMERCE,13,MANUAL,60.0,189.67,PA,42,0,0
b9f88ba0-3676-4155-b51b-2d82c0bb4010,2022-03-21T00:27:31Z,ECOMMERCE,2,MANUAL,13.62,189.24,OH,39,0,0
bbf7b117-3278-4c9d-abb5-f812ce359267,2022-03-21T00:25:53Z,OTHER,1,CHIP,35.55,0.0,CA,06,1,1
711d4033-1a04-4c2f-8b8b-f48629432fa6,2022-03-21T00:24:38Z,ECOMMERCE,3,MANUAL,17.99,0.0,CA,06,0,0
0c4c105f-d29d-4c98-9301-fa49dcdc8f47,2022-03-21T00:24:31Z,ECOMMERCE,2,MANUAL,13.41,451.68,OH,39,0,0
0e1a21d9-013a-4d1d-83e6-cd54df47dab1,2022-03-21T00:21:35Z,ECOMMERCE,1,MANUAL,12.58,229.53,OH,39,0,0
bae9bb4e-2874-41db-9214-53d0ed0b600a,2022-03-21T00:20:41Z,ECOMMERCE,34,CARD_ON_FILE,500.0,1130.85,IL,17,0,0
9d59acc2-3be0-4856-8d9d-a3dc018ca72b,2022-03-21T00:19:59Z,OTHER,5,CHIP,14.2,0.0,TX,48,1,1
ab0080c7-223a-4da8-b3e8-1014ff28ea82,2022-03-21T00:19:57Z,ECOMMERCE,33,CARD_ON_FILE,665.0,1630.85,IL,17,0,0
8d068033-9712-4883-9541-234a1d1a9f0a,2022-03-21T00:19:08Z,ECOMMERCE,31,CARD_ON_FILE,600.0,2295.85,IL,17,0,0
6fc66285-7d17-414a-a50e-817cd7e02c83,2022-03-21T00:10:19Z,ECOMMERCE,1,MANUAL,13.33,745.87,OH,39,0,0
3fa35ae8-7afc-45f3-82e8-f65c8effc4ab,2022-03-21T00:05:15Z,ECOMMERCE,1,MANUAL,3.76,234.44,WY,56,0,0
120d8feb-3d8d-4cf4-8529-716f21f31620,2022-03-21T00:04:30Z,OTHER,6,CHIP,54.96,232.29,TX,48,1,1
9648ec2d-8f16-44e2-b731-e5baba1f33b2,2022-03-21T00:04:16Z,ECOMMERCE,1,MANUAL,12.58,824.52,OH,39,0,0
6bd41309-efee-4507-ae3b-810b8a980c5f,2022-03-21T00:02:15Z,ECOMMERCE,1,MANUAL,12.58,707.37,OH,39,0,0
763dd62b-204e-44c4-a223-49c63706dd94,2022-03-20T23:59:47Z,ECOMMERCE,1,MANUAL,12.58,346.77,OH,39,0,0
88312213-e94e-48ed-ad28-85c4a8e01081,2022-03-20T23:59:36Z,ECOMMERCE,1,CARD_ON_FILE,18.48,0.0,NC,37,0,0
b9ade538-f8dd-4cdb-baf9-2a80306ba4de,2022-03-20T23:57:30Z,ECOMMERCE,1,MANUAL,13.34,242.11,OH,39,0,0
992c36f2-d7c5-4fd1-b9f0-5f56ec96b6f4,2022-03-20T23:55:32Z,ECOMMERCE,11,CARD_ON_FILE,28.85,221.58,CA,06,0,0
f57cd3f8-3d26-4096-b6ff-d647a376839a,2022-03-20T23:55:28Z,ECOMMERCE,1,MANUAL,13.33,306.52,OH,39,0,0
7a93ad21-2a10-4123-9237-ef9ae64cc748,2022-03-20T23:54:11Z,OTHER,4,CHIP,16.92,1601.95,MI,26,1,1
36714106-3f64-4d5d-8543-ac753d511688,2022-03-20T23:53:17Z,ECOMMERCE,1,MANUAL,13.37,609.2,OH,39,0,0
ae6878f2-2c2a-4b16-a918-7ac812bead99,2022-03-20T23:51:50Z,OTHER,6,CHIP,82.14,259.51,KY,21,1,1
4a8cf47d-4984-41d9-a197-495ce8937d82,2022-03-20T23:51:34Z,ECOMMERCE,1,MANUAL,12.58,785.15,OH,39,0,0
b56ad961-0641-4483-962e-3df6844425d8,2022-03-20T23:50:04Z,ECOMMERCE,2,MANUAL,26.92,385.45,OH,39,0,0
a1f5d614-a550-4ee5-82eb-50800bcf0e9c,2022-03-20T23:49:13Z,ECOMMERCE,1,CARD_ON_FILE,19.02,839.52,CA,06,0,0
27fc90fb-ab4e-49f0-9412-8937131b7658,2022-03-20T23:48:32Z,ECOMMERCE,1,MANUAL,13.62,850.62,OH,39,0,0
8536fa36-6094-4024-9dc9-8eef90d52845,2022-03-20T23:47:01Z,ECOMMERCE,1,MANUAL,12.58,293.94,OH,39,0,0
1bacef50-c064-4015-9e87-a30b536ad573,2022-03-20T23:46:53Z,OTHER,4,CHIP,4.8,309.83,TX,48,1,1
28bdfa94-7e82-4809-9a89-ca1b6ae1c47f,2022-03-20T23:45:22Z,ECOMMERCE,1,MANUAL,13.52,359.35,OH,39,0,0
05311002-33f4-4465-96fc-d3503a7b01b9,2022-03-20T23:44:46Z,OTHER,2,CHIP,67.52,280.18,FL,12,1,1
440c1911-765f-4172-9640-2f5253c37eb3,2022-03-20T23:41:57Z,ECOMMERCE,2,CARD_ON_FILE,0.3,45.23,CA,06,0,0
2525ddec-9fd6-45c1-8ddd-bae3b44acde1,2022-03-20T23:39:29Z,ECOMMERCE,1,CARD_ON_FILE,3.0,431.94,AL,01,0,0
bd74b85d-cf56-4f4a-b3f0-95b19aaf7236,2022-03-20T23:35:59Z,OTHER,2,CHIP,10.97,1618.87,MI,26,1,1
ab92f935-c201-4568-867d-0e6ffb6c546a,2022-03-20T23:35:52Z,OTHER,2,CHIP,19.25,270.85,FL,12,1,1
10eb53a4-783f-4789-8759-0dee296f820d,2022-03-20T23:35:16Z,ECOMMERCE,1,CARD_ON_FILE,9.83,829.69,CA,06,0,0
7b0a2eaa-66b2-4177-a4ea-b3b6effca395,2022-03-20T23:33:00Z,OTHER,10,CHIP,18.0,0.0,TX,48,1,1
0946f358-777a-4c45-9855-dd006a4f2975,2022-03-20T23:32:09Z,ECOMMERCE,1,CARD_ON_FILE,10.93,792.46,CA,06,0,0
351c2f2b-55a1-4d80-b6f5-d54d2c9e8ad8,2022-03-20T23:31:51Z,ECOMMERCE,9,CARD_ON_FILE,26.99,250.43,CA,06,0,0
9bf91c8b-a4c7-4c0e-ae58-0ac42757dff4,2022-03-20T23:29:16Z,OTHER,6,CHIP,12.94,314.63,TX,48,1,1
e89470d3-ee15-4b95-8839-f5227f254af8,2022-03-20T23:25:58Z,OTHER,6,CHIP,17.03,43.15,FL,12,1,1
72c012f9-4668-49f3-a487-1d75bd786405,2022-03-20T23:23:48Z,OTHER,1,CHIP,29.43,20.28,MA,25,1,1
a1f3b6e3-329c-4fae-b062-a4ae885b8f0b,2022-03-20T23:23:16Z,ECOMMERCE,12,MANUAL,64.19,177.91,TX,48,0,0
b2b5a039-76cf-4ca0-a77a-6e4dc479c529,2022-03-20T23:18:40Z,ECOMMERCE,26,MANUAL,34.0,2439.45,DE,10,0,0
9e7605a4-1ca8-4784-995e-92a7c20f2f01,2022-03-20T23:17:21Z,OTHER,1,CHIP,7.66,0.0,NJ,34,1,1
8c26474b-1553-4090-8d3e-5cab72b7e62e,2022-03-20T23:14:48Z,ECOMMERCE,3,CARD_ON_FILE,23.0,918.27,,,0,0
777f9319-b7eb-48a8-bf81-e24708c425ae,2022-03-20T23:14:34Z,ECOMMERCE,1,CARD_ON_FILE,10.31,40.61,CA,06,0,0
83beb2c8-a2fd-430d-b9cb-092cb4170cbd,2022-03-20T23:14:19Z,OTHER,5,CHIP,1.28,287.25,TX,48,1,1
